"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_mediata","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S000773    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0085 0087","Dimecres","2023",2,"Febrer","8","07","Matí","Altres","427872.97 ","4580982.36","2.13634927","41.375281508"
"2023S000121    ",3,"Sants-Montjuïc",18,"Sants",30602,"Badal","0112 0114","Dissabte","2023",1,"Gener","7","20","Tarda","No respectar distàncies","427518.76 ","4580549.61","2.132165705","41.371352046"
"2023S002494    ",3,"Sants-Montjuïc",18,"Sants",10503,"Almeria","0032 0032","Divendres","2023",4,"Abril","28","11","Matí","Manca d'atenció a la conducció","428062.96 ","4580702.79","2.138654201","41.372780535"
"2023S002076    ",3,"Sants-Montjuïc",18,"Sants",296406,"Sant Antoni","0002 0006","Dimecres","2023",4,"Abril","12","16","Tarda","Gir indegut o sense precaució","427857.38 ","4581059.06","2.136153725","41.375970919"
"2023S000686    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",700811,"Albert Bastardas","0024 0024","Dissabte","2023",2,"Febrer","4","01","Nit","Manca d'atenció a la conducció","425467.32 ","4581756.19","2.107489538","41.382031736"
"2023S004844    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",700906,"Manuel Azaña","0004 0004","Dijous","2023",8,"Agost","10","19","Tarda","Desobeir altres senyals","425652.24 ","4581229.11","2.109765559","41.377301672"
"2023S001385    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",187207,"Madrid","0049 0049","Dijous","2023",3,"Març","9","13","Matí","Altres","426988.51 ","4581237.65","2.125742918","41.377501006"
"2023S002588    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023 0023","Dimecres","2023",5,"Maig","3","03","Nit","Altres","425915.92 ","4581315.18","2.112907967","41.3781012"
"2023S002588    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023 0023","Dimecres","2023",5,"Maig","3","03","Nit","Manca d'atenció a la conducció","425915.92 ","4581315.18","2.112907967","41.3781012"
"2023S007127    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0529 0531","Dijous","2023",11,"Novembre","30","12","Matí","Manca d'atenció a la conducció","428106.42 ","4582716   ","2.138934857","41.390916668"
"2023S001384    ",4,"Les Corts",19,"les Corts",187207,"Madrid","0171 0177","Dijous","2023",3,"Març","9","08","Matí","Manca d'atenció a la conducció","427587.44 ","4581597.92","2.132861568","41.380799971"
"2023S005174    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000190000","Dijous","2023",8,"Agost","31","06","Matí","Desobeir semàfor","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S005705    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000190000","Dijous","2023",9,"Setembre","28","03","Nit","Desobeir semàfor","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S006208    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",343903,"Corts","0070 0070","Divendres","2023",10,"Octubre","20","15","Tarda","No respectar distàncies","426724.81 ","4581362.28","2.12257465","41.378599516"
"2023S005855    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0579 0587","Dimecres","2023",10,"Octubre","4","15","Tarda","Desobeir altres senyals","427575.97 ","4582577.49","2.13260725","41.389621548"
"2023S002387    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dilluns","2023",4,"Abril","24","18","Tarda","No respectar distàncies","427237.07 ","4581573.54","2.128674729","41.380548764"
"2023S002630    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",277401,"Regent Mendieta","0013 0013","Dijous","2023",5,"Maig","4","13","Matí","Manca precaució efectuar marxa enrera","426841.06 ","4581180.57","2.123986678","41.376973509"
"2023S006310    ",4,"Les Corts",19,"les Corts",172403,"Joan Güell","0169 0171","Dimecres","2023",10,"Octubre","25","20","Tarda","No determinada","427443.74 ","4581918.9 ","2.131104731","41.383677962"
"2023S005303    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",84102,"Collblanc","0088 0088","Dimecres","2023",9,"Setembre","6","16","Tarda","Altres","426196.77 ","4581068.81","2.116296269","41.375908069"
"2023S002238    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dimecres","2023",4,"Abril","19","08","Matí","No determinada","425915.23 ","4581849.42","2.112834371","41.382912809"
"2023S004766    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0653 0659","Diumenge","2023",8,"Agost","6","14","Tarda","No determinada","425755.73 ","4581989.81","2.110909787","41.384162529"
"2023S005622    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0653 0659","Dissabte","2023",9,"Setembre","23","19","Tarda","Altres","425773.04 ","4581961.26","2.111120291","41.38390699"
"2023S006366    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0661 0671","Divendres","2023",10,"Octubre","27","18","Tarda","Manca d'atenció a la conducció","425650.85 ","4581916.12","2.109664608","41.383489145"
"2023S002219    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0673 0685","Dimarts","2023",4,"Abril","18","14","Tarda","Canvi de carril sense precaució","425497.61 ","4581866.91","2.107838134","41.383031749"
"2023S001406    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0689 0701","Divendres","2023",3,"Març","10","13","Matí","Altres","425818.02 ","4582082.48","2.111643341","41.385002917"
"2023S001843    ",4,"Les Corts",19,"les Corts",187207,"Madrid","0125C0125C","Divendres","2023",3,"Març","31","13","Matí","Desobeir altres senyals","427343.61 ","4581494.04","2.129958279","41.379842371"
"2023S000249    ",4,"Les Corts",19,"les Corts",84907,"Comas","0011 0012","Divendres","2023",1,"Gener","13","20","Tarda","Desconegut","427374.31 ","4582092.26","2.13025365","41.38523308"
"2023S003780    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0123 0125","Divendres","2023",6,"Juny","23","19","Tarda","Desobeir altres senyals","428321.73 ","4583627.94","2.141401966","41.399149393"
"2023S006244    ",4,"Les Corts",19,"les Corts",219100,"Montnegre","0042B0042B","Dilluns","2023",10,"Octubre","23","13","Matí","Desobeir altres senyals","428167.54 ","4582411.94","2.13970193","41.388183578"
"2023S006939    ",4,"Les Corts",19,"les Corts",55807,"Francesc Macià","0007 0007","Dimecres","2023",11,"Novembre","22","16","Tarda","No determinada","428593.14 ","4582856.08","2.144739513","41.3922217"
"2023S004195    ",4,"Les Corts",19,"les Corts",55807,"Francesc Macià","0007 0007","Dimarts","2023",7,"Juliol","11","13","Matí","Desconegut","428614.3  ","4582926.6 ","2.144984276","41.392858727"
"2023S003588    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0485 0485","Divendres","2023",6,"Juny","16","13","Matí","No determinada","428614.3  ","4582926.6 ","2.144984276","41.392858727"
"2023S000583    ",4,"Les Corts",19,"les Corts",128059,"Flos i Calcat","0007 0009","Dilluns","2023",1,"Gener","30","16","Tarda","Manca precaució incorporació circulació","427275.29 ","4582631.11","2.129004754","41.390077338"
"2023S002941    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0662 0664","Dimecres","2023",5,"Maig","17","19","Tarda","Avançament defectuós/improcedent","427256.75 ","4582543.5 ","2.128793545","41.389286592"
"2023S002513    ",4,"Les Corts",19,"les Corts",100107,"Deu i Mata","0054 0056","Dissabte","2023",4,"Abril","29","10","Matí","Altres","427814.08 ","4582415.09","2.13547435","41.38818029"
"2023S004129    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0632 0632","Divendres","2023",7,"Juliol","7","17","Tarda","Gir indegut o sense precaució","427954.95 ","4582701.1 ","2.137125048","41.390768909"
"2023S003463    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0632 0632","Dissabte","2023",6,"Juny","10","18","Tarda","Gir indegut o sense precaució","427954.95 ","4582701.1 ","2.137125048","41.390768909"
"2023S003463    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0632 0632","Dissabte","2023",6,"Juny","10","18","Tarda","Desobeir semàfor","427954.95 ","4582701.1 ","2.137125048","41.390768909"
"2023S002897    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0650 0650","Dilluns","2023",5,"Maig","15","15","Tarda","No respectar distàncies","427575.97 ","4582577.49","2.13260725","41.389621548"
"2023S002430    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0652C0652C","Dimecres","2023",4,"Abril","26","09","Matí","Altres","427461.1  ","4582608.44","2.131229725","41.389889946"
"2023S005646    ",4,"Les Corts",19,"les Corts",231502,"Numància","0165 0165","Dilluns","2023",9,"Setembre","25","15","Tarda","No determinada","427625.55 ","4582476.14","2.13321233","41.388713193"
"2023S004460    ",4,"Les Corts",19,"les Corts",343903,"Corts","0293 0293","Diumenge","2023",7,"Juliol","23","01","Nit","Desobeir semàfor","427788.9  ","4582270.55","2.135190448","41.386876212"
"2023S001892    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0501 0501","Dilluns","2023",4,"Abril","3","08","Matí","Altres","428368.43 ","4582801.58","2.142058373","41.391710846"
"2023S003784    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0543 0543","Divendres","2023",6,"Juny","23","16","Tarda","Desobeir semàfor","427954.95 ","4582701.1 ","2.137125048","41.390768909"
"2023S002290    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0545 0545","Divendres","2023",4,"Abril","21","14","Tarda","Altres","427769.46 ","4582595.23","2.134919226","41.389798734"
"2023S004292    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0545 0545","Dissabte","2023",7,"Juliol","15","15","Tarda","Altres","427769.46 ","4582595.23","2.134919226","41.389798734"
"2023S001622    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0565X0565X","Dimarts","2023",3,"Març","21","11","Matí","Altres","427769.46 ","4582595.23","2.134919226","41.389798734"
"2023S002281    ",4,"Les Corts",19,"les Corts",4307,"Agustina Saragossa","0001 0001","Dijous","2023",4,"Abril","20","23","Nit","Manca d'atenció a la conducció","427714.63 ","4582690.85","2.134252053","41.390655017"
"2023S004291    ",4,"Les Corts",19,"les Corts",278302,"Reina Maria Cristina","9999 9999","Dissabte","2023",7,"Juliol","15","18","Tarda","Manca d'atenció a la conducció","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S001891    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000240000","Dilluns","2023",4,"Abril","3","09","Matí","Altres","427115.13 ","4582227.97","2.1271378","41.386431913"
"2023S007038    ",4,"Les Corts",19,"les Corts",162002,"Josep Tarradellas","0129 0129","Dilluns","2023",11,"Novembre","27","09","Matí","No respectat pas de vianants","428456.16 ","4582583.9 ","2.143133364","41.389758095"
"2023S002688    ",4,"Les Corts",19,"les Corts",162002,"Josep Tarradellas","0139S0139S","Divendres","2023",5,"Maig","5","16","Tarda","No determinada","428499.73 ","4582666.13","2.143644741","41.390502587"
"2023S007245    ",4,"Les Corts",19,"les Corts",162002,"Josep Tarradellas","0139S0139S","Dimecres","2023",12,"Desembre","6","09","Matí","Desobeir semàfor","428499.73 ","4582666.13","2.143644741","41.390502587"
"2023S006264    ",4,"Les Corts",21,"Pedralbes",215302,"Monestir","0003 0003","Dimarts","2023",10,"Octubre","24","12","Matí","Altres","426026.63 ","4583387.62","2.113978594","41.396776959"
"2023S000741    ",4,"Les Corts",19,"les Corts",320704,"Sarrià","0044 0044","Dilluns","2023",2,"Febrer","6","18","Tarda","No respectar distàncies","428375.91 ","4582705.55","2.142159197","41.390846606"
"2023S006985    ",4,"Les Corts",21,"Pedralbes",701267,"Dalt (Besòs)","000560000","Divendres","2023",11,"Novembre","24","15","Tarda","Manca d'atenció a la conducció","425500.9  ","4582637.99","2.107782607","41.389976826"
"2023S007436    ",4,"Les Corts",21,"Pedralbes",701267,"Dalt (Besòs)","000590000","Divendres","2023",12,"Desembre","15","13","Matí","No respectar distàncies","425635.67 ","4582914.9 ","2.109360405","41.392483308"
"2023S002308    ",4,"Les Corts",21,"Pedralbes",701267,"Dalt (Besòs)","000600000","Divendres","2023",4,"Abril","21","19","Tarda","No respectar distàncies","425670.18 ","4583010.82","2.109761373","41.393350408"
"2023S005825    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000280000","Dimarts","2023",10,"Octubre","3","12","Matí","No respectar distàncies","427174.44 ","4582544.76","2.127808993","41.389290488"
"2023S001918    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0144B0144B","Dilluns","2023",4,"Abril","3","19","Tarda","Altres","428197.76 ","4583780.01","2.139901051","41.400507961"
"2023S007287    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0050 0050","Divendres","2023",12,"Desembre","8","12","Matí","Manca d'atenció a la conducció","427637.31 ","4583325.79","2.133251403","41.396366714"
"2023S006912    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues","0029 0033","Dimarts","2023",11,"Novembre","21","10","Matí","Manca d'atenció a la conducció","425133.02 ","4582023.85","2.1034588","41.384411374"
"2023S006695    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",214106,"Modolell","0015 0015","Dissabte","2023",11,"Novembre","11","09","Matí","Avançament defectuós/improcedent","427993.32 ","4583444.69","2.13749549","41.397469574"
"2023S007116    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",101904,"Doctor Fleming","0016 0016","Dimecres","2023",11,"Novembre","29","20","Tarda","Manca d'atenció a la conducció","427793.82 ","4583041.86","2.135157291","41.393823544"
"2023S000558    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues","0079 0079","Diumenge","2023",1,"Gener","29","03","Nit","Manca d'atenció a la conducció","425622.2  ","4582655.72","2.109231145","41.390147744"
"2023S005477    ",4,"Les Corts",21,"Pedralbes",248108,"Pearson","0011 0011","Dissabte","2023",9,"Setembre","16","16","Tarda","Altres","425633.18 ","4583036.4 ","2.109315697","41.393577373"
"2023S004025    ",4,"Les Corts",21,"Pedralbes",248108,"Pearson","0011 0011","Dilluns","2023",7,"Juliol","3","14","Tarda","Altres","425670.18 ","4583010.82","2.109761373","41.393350408"
"2023S005399    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",214106,"Modolell","0080 0080","Dimarts","2023",9,"Setembre","12","15","Tarda","Canvi de carril sense precaució","427991.77 ","4583985.3 ","2.137412615","41.402338495"
"2023S002783    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",214106,"Modolell","0080 0080","Dimecres","2023",5,"Maig","10","14","Tarda","No respectar distàncies","427991.77 ","4583985.3 ","2.137412615","41.402338495"
"2023S000014    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,"Muntaner","0467 0469","Dilluns","2023",1,"Gener","2","11","Matí","Gir indegut o sense precaució","428116.22 ","4583956.81","2.138904683","41.402093039"
"2023S005482    ",4,"Les Corts",21,"Pedralbes",115400,"Esplugues","0117 0117","Diumenge","2023",9,"Setembre","17","07","Matí","Manca d'atenció a la conducció","425902.83 ","4583124.08","2.112530087","41.394391969"
"2023S003684    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",700941,"Menéndez y Pelayo","0001S0001S","Dimarts","2023",6,"Juny","20","11","Matí","Manca d'atenció a la conducció","426627.07 ","4581963.66","2.121333051","41.38400699"
"2023S006051    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,"Muntaner","0431 0431","Dijous","2023",10,"Octubre","12","01","Nit","Desobeir semàfor","428249.63 ","4583819.3 ","2.140516849","41.400866464"
"2023S006207    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",113007,"Escoles Pies","0014 0014","Divendres","2023",10,"Octubre","20","18","Tarda","Desobeir altres senyals","427819.41 ","4583268.09","2.135436381","41.395863407"
"2023S001398    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0084 0084","Divendres","2023",3,"Març","10","08","Matí","Desobeir altres senyals","427714.85 ","4583654.89","2.134139547","41.399337763"
"2023S006729    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0104 0106","Dilluns","2023",11,"Novembre","13","11","Matí","No respectar distàncies","427885.76 ","4583831.86","2.136162802","41.400947016"
"2023S006113    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0107B0107B","Dilluns","2023",10,"Octubre","16","06","Matí","No respectar distàncies","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S003667    ",4,"Les Corts",21,"Pedralbes",144601,"Diagonal","0670 0670","Dilluns","2023",6,"Juny","19","14","Tarda","Canvi de carril sense precaució","427256.75 ","4582543.5 ","2.128793545","41.389286592"
"2023S005364    ",4,"Les Corts",21,"Pedralbes",144601,"Diagonal","0672B0672B","Diumenge","2023",9,"Setembre","10","14","Tarda","Desobeir semàfor","426968.02 ","4582381.68","2.12535995","41.387802968"
"2023S005539    ",4,"Les Corts",21,"Pedralbes",101700,"Doctor Ferran","0001 0001","Dimecres","2023",9,"Setembre","20","00","Nit","Manca d'atenció a la conducció","426929.42 ","4582443.17","2.124890897","41.388353276"
"2023S003914    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",285002,"Sabino Arana","0020X0020X","Dijous","2023",6,"Juny","29","10","Matí","No respectar distàncies","426914.54 ","4582118.53","2.124752125","41.385428023"
"2023S000197    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",285002,"Sabino Arana","0021 0021","Dijous","2023",1,"Gener","12","12","Matí","Altres","426914.54 ","4582118.53","2.124752125","41.385428023"
"2023S000477    ",4,"Les Corts",21,"Pedralbes",144601,"Diagonal","0684 0684","Dimecres","2023",1,"Gener","25","11","Matí","Avançament defectuós/improcedent","426608.6  ","4582318   ","2.121069228","41.387196699"
"2023S007292    ",4,"Les Corts",21,"Pedralbes",333400,"González Tablas","0002 0002","Divendres","2023",12,"Desembre","8","18","Tarda","Manca d'atenció a la conducció","425818.02 ","4582082.48","2.111643341","41.385002917"
"2023S001657    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",244209,"Joan XXIII","0018 0018","Dimecres","2023",3,"Març","22","16","Tarda","Altres","426748.46 ","4582183.44","2.12275813","41.385997527"
"2023S004658    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",244209,"Joan XXIII","0018 0018","Dimarts","2023",8,"Agost","1","09","Matí","Canvi de carril sense precaució","426724.1  ","4582010.62","2.12248772","41.384438788"
